Loss$,Group,CnaeSession,Uf,FundationDate,Equity,RefYearMonth,,,,
0,G5,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",RJ,1991,500000,201707,,,,
"10,000,00",G3,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",RO,1990,15320000,201712,,,,
"500,00",G1,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",PI,1998,1500000,201803,,,,
"1,000,00",G1,ALOJAMENTO E ALIMENTAÇÃO,MA,1996,1500000,201708,,,,
0,G4,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,PI,1993,5320000,201706,,,,
0,G4,INFORMAÇÃO E COMUNICAÇÃO,SP,1997,1500000,201801,,,,
0,G2,ATIVIDADES IMOBILIÁRIAS,PR,1991,500000,201712,,,,
0,G3,SAÚDE HUMANA E SERVIÇOS SOCIAIS,AM,1992,2320000,201802,,,,
"500,00",G5,ELETRICIDADE E GÁS,AP,1997,7320000,201806,,,,
"1,000,00",G4,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,PI,1996,7320000,201804,,,,
0,G2,"TRANSPORTE, ARMAZENAGEM E CORREIO",RS,1992,5320000,201710,,,,
"500,00",G1,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",PI,2001,5320000,201710,,,,
"500,00",G5,INDÚSTRIAS DE TRANSFORMAÇÃO,AC,1993,7320000,201801,,,,
0,G4,EDUCAÇÃO,RS,1998,500000,201801,,,,
0,G2,CONSTRUÇÃO,RJ,1997,2320000,201803,,,,
"500,00",G3,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,MT,1991,2320000,201806,,,,
0,G4,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",ES,1990,500000,201710,,,,
"20,000,00",G2,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,ES,1998,1000000,201802,,,,
0,G4,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",RJ,1998,1000000,201707,,,,
0,G4,SAÚDE HUMANA E SERVIÇOS SOCIAIS,MT,1998,500000,201709,,,,
"20,000,00",G3,CONSTRUÇÃO,RO,1998,2320000,201805,,,,
0,G3,ELETRICIDADE E GÁS,GO,1998,5320000,201709,,,,
0,G3,ALOJAMENTO E ALIMENTAÇÃO,PR,1992,1000000,201806,,,,
0,G5,INFORMAÇÃO E COMUNICAÇÃO,CE,1990,5320000,201805,,,,
0,G3,"TRANSPORTE, ARMAZENAGEM E CORREIO",MS,1997,5320000,201802,,,,
0,G1,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,SE,1998,1500000,201706,,,,
0,G2,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",AL,1998,2320000,201804,,,,
0,G3,OUTRAS ATIVIDADES DE SERVIÇOS,MT,1998,5320000,201804,,,,
"2,000,00",G2,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",TO,1992,7320000,201805,,,,
0,G4,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ES,1987,1000000,201710,,,,
0,G3,INDÚSTRIAS DE TRANSFORMAÇÃO,AC,1998,2320000,201712,,,,
0,G4,INDÚSTRIAS EXTRATIVAS,MT,1998,2320000,201711,,,,
0,G1,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",DF,2001,2320000,201712,,,,
0,G1,OUTRAS ATIVIDADES DE SERVIÇOS,MS,1998,2320000,201802,,,,
0,G5,CONSTRUÇÃO,MA,1996,5320000,201802,,,,
0,G3,INFORMAÇÃO E COMUNICAÇÃO,RO,1998,15320000,201803,,,,
0,G1,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",PA,1998,7320000,201801,,,,
0,G1,EDUCAÇÃO,ES,2015,1000000,201806,,,,
0,G1,CONSTRUÇÃO,GO,1991,2320000,201711,,,,
0,G2,INDÚSTRIAS DE TRANSFORMAÇÃO,RJ,1997,500000,201805,,,,
0,G5,SERVIÇOS DOMÉSTICOS,RN,2001,5320000,201802,,,,
0,G4,ATIVIDADES IMOBILIÁRIAS,PE,1991,7320000,201709,,,,
"10,000,00",G1,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",AP,1996,7320000,201711,,,,
0,G5,INFORMAÇÃO E COMUNICAÇÃO,AP,2015,500000,201806,,,,
"500,00",G5,ATIVIDADES IMOBILIÁRIAS,TO,2015,5320000,201805,,,,
0,G5,SAÚDE HUMANA E SERVIÇOS SOCIAIS,MS,1998,5320000,201806,,,,
"20,000,00",G2,ELETRICIDADE E GÁS,PE,1998,5320000,201709,,,,
"20,000,00",G3,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SP,1998,1000000,201711,,,,
0,G2,CONSTRUÇÃO,CE,1996,15320000,201804,,,,
0,G3,INFORMAÇÃO E COMUNICAÇÃO,PE,1996,500000,201711,,,,
0,G5,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",PA,1998,2320000,201712,,,,
0,G1,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,PR,2015,7320000,201805,,,,
0,G2,EDUCAÇÃO,MT,1990,2320000,201711,,,,
0,G4,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,ES,1997,1000000,201804,,,,
0,G1,"TRANSPORTE, ARMAZENAGEM E CORREIO",AP,1998,2320000,201806,,,,
0,G5,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",RS,1998,2320000,201709,,,,
"500,00",G4,SERVIÇOS DOMÉSTICOS,MG,1987,1000000,201710,,,,
0,G1,EDUCAÇÃO,RO,1997,5320000,201706,,,,
0,G3,SERVIÇOS DOMÉSTICOS,MG,2015,2320000,201709,,,,
0,G5,INDÚSTRIAS DE TRANSFORMAÇÃO,MS,2015,2320000,201802,,,,
"10,000,00",G5,EDUCAÇÃO,ES,1998,5320000,201709,,,,
"20,000,00",G1,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",MT,1996,1000000,201711,,,,
0,G3,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,PI,2015,1500000,201707,,,,
0,G1,OUTRAS ATIVIDADES DE SERVIÇOS,DF,1991,1000000,201708,,,,
0,G4,"TRANSPORTE, ARMAZENAGEM E CORREIO",TO,1998,1500000,201804,,,,
0,G2,ALOJAMENTO E ALIMENTAÇÃO,MA,1990,1000000,201801,,,,
0,G2,OUTRAS ATIVIDADES DE SERVIÇOS,MA,1998,5320000,201708,,,,
0,G1,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,PI,1998,5320000,201806,,,,
0,G4,EDUCAÇÃO,MT,1998,2320000,201707,,,,
0,G4,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",PI,1996,15320000,201712,,,,
"10,000,00",G2,SERVIÇOS DOMÉSTICOS,PI,1990,2320000,201802,,,,
"10,000,00",G4,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,PA,1987,1000000,201804,,,,
0,G4,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",PE,1998,1000000,201709,,,,
0,G1,"TRANSPORTE, ARMAZENAGEM E CORREIO",RN,1996,1000000,201801,,,,
"2,000,00",G3,ELETRICIDADE E GÁS,RO,1991,5320000,201707,,,,
0,G3,EDUCAÇÃO,PR,1998,5320000,201712,,,,
0,G5,ATIVIDADES IMOBILIÁRIAS,SC,1997,1000000,201708,,,,
0,G4,ALOJAMENTO E ALIMENTAÇÃO,AC,1998,5320000,201708,,,,
"1,000,00",G4,ATIVIDADES IMOBILIÁRIAS,AM,1997,2320000,201802,,,,
0,G3,INDÚSTRIAS EXTRATIVAS,RJ,1998,1500000,201709,,,,
0,G2,EDUCAÇÃO,PE,1996,1000000,201706,,,,
"1,000,00",G4,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",RJ,1993,2320000,201804,,,,
0,G2,OUTRAS ATIVIDADES DE SERVIÇOS,MS,2001,500000,201709,,,,
"500,00",G4,INDÚSTRIAS EXTRATIVAS,SP,1991,5320000,201802,,,,
0,G1,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TO,2015,7320000,201711,,,,
0,G5,"TRANSPORTE, ARMAZENAGEM E CORREIO",AL,1992,2320000,201709,,,,
0,G1,ELETRICIDADE E GÁS,MG,2001,500000,201804,,,,
"1,000,00",G5,EDUCAÇÃO,SE,1997,2320000,201805,,,,
"2,000,00",G1,INFORMAÇÃO E COMUNICAÇÃO,SE,1998,1000000,201710,,,,
0,G3,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",SE,1998,5320000,201709,,,,
0,G4,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",RO,2015,1000000,201708,,,,
0,G5,INDÚSTRIAS DE TRANSFORMAÇÃO,BA,1987,500000,201802,,,,
0,G4,INDÚSTRIAS DE TRANSFORMAÇÃO,RS,1996,7320000,201707,,,,
0,G3,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",MA,2010,1500000,201706,,,,
"20,000,00",G2,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",SE,1996,5320000,201712,,,,
0,G4,INDÚSTRIAS EXTRATIVAS,MG,1996,7320000,201709,,,,
"500,00",G4,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",PE,1992,500000,201802,,,,
0,G1,SERVIÇOS DOMÉSTICOS,TO,1996,1000000,201712,,,,
0,G3,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",PR,1998,5320000,201805,,,,
"2,000,00",G2,EDUCAÇÃO,PE,1993,15320000,201708,,,,
0,G5,EDUCAÇÃO,MT,1990,2320000,201802,,,,
0,G1,EDUCAÇÃO,PA,1993,5320000,201804,,,,
0,G5,ALOJAMENTO E ALIMENTAÇÃO,PB,2001,500000,201706,,,,
0,G3,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",MG,1997,5320000,201802,,,,
0,G3,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,RR,1990,1000000,201805,,,,
0,G3,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,PE,1992,7320000,201712,,,,
0,G1,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",PE,1991,1500000,201706,,,,
0,G1,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",AM,2010,15320000,201803,,,,
0,G2,SERVIÇOS DOMÉSTICOS,MG,1987,1500000,201710,,,,
"10,000,00",G5,OUTRAS ATIVIDADES DE SERVIÇOS,RR,2015,2320000,201707,,,,
0,G3,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",PA,1997,15320000,201803,,,,
"1,000,00",G2,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,RS,1990,1000000,201712,,,,
"20,000,00",G5,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",PE,1996,2320000,201802,,,,
0,G1,"TRANSPORTE, ARMAZENAGEM E CORREIO",PR,2015,500000,201709,,,,
"10,000,00",G1,INDÚSTRIAS DE TRANSFORMAÇÃO,MA,1998,15320000,201801,,,,
"20,000,00",G5,EDUCAÇÃO,PB,1998,1000000,201805,,,,
0,G3,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",GO,1992,2320000,201711,,,,
0,G2,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",RN,1991,15320000,201806,,,,
"1,000,00",G3,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",RS,1993,2320000,201706,,,,
0,G1,CONSTRUÇÃO,BA,1998,500000,201801,,,,
"500,00",G3,SERVIÇOS DOMÉSTICOS,AM,1998,1000000,201709,,,,
"20,000,00",G2,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,SC,1987,1000000,201805,,,,
0,G2,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",PE,1992,1500000,201709,,,,
0,G4,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,RR,2010,1500000,201710,,,,
0,G2,"TRANSPORTE, ARMAZENAGEM E CORREIO",DF,1997,2320000,201806,,,,
0,G2,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",MT,1990,5320000,201806,,,,
"10,000,00",G1,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",RR,1998,1500000,201707,,,,
"500,00",G3,"TRANSPORTE, ARMAZENAGEM E CORREIO",MT,1998,7320000,201803,,,,
"500,00",G2,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",RS,1998,1000000,201707,,,,
0,G4,ATIVIDADES IMOBILIÁRIAS,AL,1998,2320000,201801,,,,
"500,00",G3,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",CE,2016,1000000,201801,,,,
"500,00",G4,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",AM,1998,1000000,201805,,,,
"500,00",G4,OUTRAS ATIVIDADES DE SERVIÇOS,RR,1997,1000000,201802,,,,
0,G4,SERVIÇOS DOMÉSTICOS,SP,1992,15320000,201806,,,,
0,G1,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",AM,1998,2320000,201801,,,,
0,G4,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",RN,1997,1500000,201806,,,,
0,G5,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",PA,1998,1000000,201709,,,,
0,G2,INFORMAÇÃO E COMUNICAÇÃO,GO,1998,500000,201709,,,,
"1,000,00",G5,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",RS,1997,500000,201710,,,,
0,G1,OUTRAS ATIVIDADES DE SERVIÇOS,RR,1997,1500000,201711,,,,
0,G5,SERVIÇOS DOMÉSTICOS,RJ,1993,1000000,201803,,,,
0,G3,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",AC,1990,5320000,201710,,,,
"10,000,00",G2,"TRANSPORTE, ARMAZENAGEM E CORREIO",SP,1998,500000,201712,,,,
0,G2,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,AP,1998,2320000,201801,,,,
0,G4,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,PE,1997,15320000,201804,,,,
0,G1,ATIVIDADES IMOBILIÁRIAS,MA,1997,500000,201706,,,,
0,G2,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",RN,1997,1000000,201806,,,,
"20,000,00",G3,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",GO,2010,2320000,201710,,,,
0,G2,ELETRICIDADE E GÁS,MS,1992,1000000,201711,,,,
0,G4,OUTRAS ATIVIDADES DE SERVIÇOS,CE,2001,2320000,201706,,,,
"500,00",G3,EDUCAÇÃO,RO,1991,2320000,201710,,,,
0,G5,ALOJAMENTO E ALIMENTAÇÃO,AP,1996,15320000,201706,,,,
0,G3,SAÚDE HUMANA E SERVIÇOS SOCIAIS,RR,1998,2320000,201706,,,,
"10,000,00",G2,INFORMAÇÃO E COMUNICAÇÃO,RJ,1987,7320000,201710,,,,
"1,000,00",G2,OUTRAS ATIVIDADES DE SERVIÇOS,SE,1990,1500000,201802,,,,
"10,000,00",G3,"TRANSPORTE, ARMAZENAGEM E CORREIO",PI,1991,1000000,201802,,,,
0,G4,CONSTRUÇÃO,RS,1998,15320000,201707,,,,
"2,000,00",G2,INDÚSTRIAS EXTRATIVAS,SC,1996,2320000,201804,,,,
0,G2,INFORMAÇÃO E COMUNICAÇÃO,PE,1998,500000,201806,,,,
"500,00",G3,INDÚSTRIAS DE TRANSFORMAÇÃO,MT,1992,2320000,201803,,,,
0,G5,"TRANSPORTE, ARMAZENAGEM E CORREIO",RR,2015,2320000,201708,,,,
"500,00",G3,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",MT,1998,2320000,201801,,,,
"10,000,00",G3,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,PB,1997,15320000,201806,,,,
0,G2,EDUCAÇÃO,RN,1993,2320000,201706,,,,
0,G4,SAÚDE HUMANA E SERVIÇOS SOCIAIS,MS,2015,1000000,201805,,,,
0,G5,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",AP,1998,1000000,201712,,,,
0,G2,SERVIÇOS DOMÉSTICOS,RN,2010,500000,201711,,,,
0,G3,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",AM,1998,2320000,201707,,,,
"10,000,00",G1,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,PB,1998,2320000,201803,,,,
"20,000,00",G2,INDÚSTRIAS EXTRATIVAS,CE,1996,5320000,201802,,,,
0,G5,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,ES,1998,5320000,201805,,,,
0,G3,CONSTRUÇÃO,PI,1991,1000000,201711,,,,
"10,000,00",G4,ATIVIDADES IMOBILIÁRIAS,RO,1998,15320000,201806,,,,
0,G3,EDUCAÇÃO,RO,1998,15320000,201708,,,,
0,G1,INDÚSTRIAS EXTRATIVAS,SC,2016,2320000,201709,,,,
0,G3,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",PI,1996,1000000,201802,,,,
"2,000,00",G2,"TRANSPORTE, ARMAZENAGEM E CORREIO",TO,1998,15320000,201804,,,,
0,G3,"TRANSPORTE, ARMAZENAGEM E CORREIO",SC,2015,5320000,201803,,,,
0,G5,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",RS,1990,1500000,201806,,,,
0,G4,INDÚSTRIAS EXTRATIVAS,AC,1996,5320000,201802,,,,
"2,000,00",G1,SERVIÇOS DOMÉSTICOS,TO,2015,1000000,201710,,,,
0,G4,CONSTRUÇÃO,DF,1998,5320000,201803,,,,
0,G4,OUTRAS ATIVIDADES DE SERVIÇOS,AC,2015,2320000,201709,,,,
"20,000,00",G3,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",MA,1997,1500000,201806,,,,
0,G1,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",SC,2010,7320000,201802,,,,
"20,000,00",G3,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,PA,1996,2320000,201803,,,,
0,G5,SERVIÇOS DOMÉSTICOS,AC,1997,1500000,201710,,,,
0,G5,INDÚSTRIAS EXTRATIVAS,MA,1996,2320000,201708,,,,
0,G3,ALOJAMENTO E ALIMENTAÇÃO,AL,1990,2320000,201709,,,,
0,G2,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",MA,2016,5320000,201804,,,,
0,G3,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",GO,2016,2320000,201804,,,,
0,G5,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",PA,1998,2320000,201803,,,,
"2,000,00",G3,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",RR,2015,5320000,201804,,,,
0,G1,INDÚSTRIAS DE TRANSFORMAÇÃO,RO,1998,15320000,201803,,,,
"500,00",G2,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,TO,1993,500000,201806,,,,
"500,00",G3,ATIVIDADES IMOBILIÁRIAS,AC,1987,2320000,201805,,,,
"20,000,00",G1,SAÚDE HUMANA E SERVIÇOS SOCIAIS,RS,1997,2320000,201708,,,,
0,G5,OUTRAS ATIVIDADES DE SERVIÇOS,PB,1997,5320000,201711,,,,
"500,00",G4,INDÚSTRIAS DE TRANSFORMAÇÃO,PB,1998,2320000,201804,,,,
0,G5,CONSTRUÇÃO,RS,1992,2320000,201709,,,,
0,G2,ATIVIDADES IMOBILIÁRIAS,PA,1998,1000000,201710,,,,
"2,000,00",G2,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",MG,1992,500000,201806,,,,
"20,000,00",G5,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",SC,1998,500000,201712,,,,
0,G1,"TRANSPORTE, ARMAZENAGEM E CORREIO",SP,2016,1500000,201801,,,,
0,G5,"TRANSPORTE, ARMAZENAGEM E CORREIO",RS,1998,5320000,201712,,,,
"500,00",G1,EDUCAÇÃO,MA,2015,1000000,201708,,,,
0,G4,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",RJ,2001,2320000,201708,,,,
0,G3,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",CE,1990,15320000,201708,,,,
0,G2,ALOJAMENTO E ALIMENTAÇÃO,SP,1987,5320000,201801,,,,
0,G3,"TRANSPORTE, ARMAZENAGEM E CORREIO",PA,1991,5320000,201706,,,,
0,G2,ELETRICIDADE E GÁS,RN,1997,1000000,201712,,,,
0,G4,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,PA,1998,5320000,201707,,,,
0,G1,INDÚSTRIAS DE TRANSFORMAÇÃO,MT,1998,7320000,201707,,,,
0,G5,SERVIÇOS DOMÉSTICOS,MT,1996,1000000,201806,,,,
0,G3,EDUCAÇÃO,DF,1990,7320000,201712,,,,
0,G4,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",AL,1998,1500000,201801,,,,
"500,00",G1,INFORMAÇÃO E COMUNICAÇÃO,RJ,2010,1000000,201806,,,,
0,G4,ATIVIDADES IMOBILIÁRIAS,MS,1992,1000000,201803,,,,
"2,000,00",G4,ELETRICIDADE E GÁS,GO,1998,1000000,201712,,,,
"500,00",G4,SAÚDE HUMANA E SERVIÇOS SOCIAIS,MT,2010,5320000,201804,,,,
0,G2,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,AM,1998,5320000,201806,,,,
0,G5,ATIVIDADES IMOBILIÁRIAS,PE,1998,5320000,201707,,,,
0,G2,INDÚSTRIAS DE TRANSFORMAÇÃO,AP,1997,1000000,201710,,,,
0,G1,SERVIÇOS DOMÉSTICOS,PB,2010,1000000,201708,,,,
"500,00",G3,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,RS,1997,2320000,201803,,,,
0,G4,CONSTRUÇÃO,AL,2015,5320000,201806,,,,
0,G3,CONSTRUÇÃO,RR,1998,1000000,201709,,,,
0,G2,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",RS,1991,1000000,201709,,,,
"2,000,00",G2,INFORMAÇÃO E COMUNICAÇÃO,SC,1997,5320000,201801,,,,
"10,000,00",G4,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",PB,1997,5320000,201712,,,,
"2,000,00",G2,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,SE,2016,5320000,201805,,,,
"1,000,00",G1,"TRANSPORTE, ARMAZENAGEM E CORREIO",ES,1993,1000000,201707,,,,
0,G4,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SC,2015,500000,201709,,,,
0,G2,CONSTRUÇÃO,PB,2015,5320000,201711,,,,
0,G2,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,SC,2015,1000000,201805,,,,
0,G2,OUTRAS ATIVIDADES DE SERVIÇOS,SP,1998,1500000,201804,,,,
0,G2,ELETRICIDADE E GÁS,SE,1998,7320000,201804,,,,
"2,000,00",G5,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,MS,2015,2320000,201805,,,,
0,G4,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,AL,1992,15320000,201706,,,,
"10,000,00",G2,INFORMAÇÃO E COMUNICAÇÃO,PB,1993,5320000,201707,,,,
"500,00",G1,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",SP,1990,500000,201805,,,,
"1,000,00",G5,INDÚSTRIAS DE TRANSFORMAÇÃO,AL,1992,1500000,201805,,,,
0,G2,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",DF,2015,7320000,201709,,,,
0,G5,ATIVIDADES IMOBILIÁRIAS,DF,1998,1500000,201803,,,,
0,G3,EDUCAÇÃO,AM,2016,5320000,201706,,,,
0,G4,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",RS,1997,1000000,201803,,,,
"2,000,00",G5,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",PB,1998,1000000,201708,,,,
0,G2,INDÚSTRIAS EXTRATIVAS,RN,1987,5320000,201712,,,,
"20,000,00",G5,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,MG,1998,1000000,201707,,,,
"20,000,00",G3,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",PE,1996,2320000,201708,,,,
"10,000,00",G4,INDÚSTRIAS DE TRANSFORMAÇÃO,SP,1997,5320000,201801,,,,
0,G3,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",PE,2010,2320000,201707,,,,
"10,000,00",G5,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",RR,1990,5320000,201804,,,,
0,G3,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,AM,2015,2320000,201804,,,,
0,G1,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",MS,1998,2320000,201803,,,,
0,G5,ATIVIDADES IMOBILIÁRIAS,AL,1998,1500000,201805,,,,
0,G5,ATIVIDADES IMOBILIÁRIAS,MS,1996,7320000,201802,,,,
0,G4,INDÚSTRIAS EXTRATIVAS,MS,1990,2320000,201803,,,,
0,G2,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",SP,1998,500000,201707,,,,
"1,000,00",G1,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,RS,2015,1500000,201707,,,,
"2,000,00",G5,EDUCAÇÃO,GO,1991,2320000,201706,,,,
